1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
-0.359634349702546,-0.34661751829978255,-0.34354892402927717,-0.3462306339589841,-0.3495094544771981,-0.3488127718144989,-0.35590427005825315,-0.35395145579429166,-0.34961114570388835,-0.3568691647193017,-0.35593220083708127,-0.35643309289400893,-0.3538146102246793,-0.3541380811698078,-0.3526858481033896,-0.3502400994376382,-0.3518393177387658,-0.3435405818910809,-0.3353865719258519,-0.33667905490485667,-0.33129639705544606,-0.32839644870187146,-0.3244988672058188,-0.3157162081259565,-0.3184708634886601,-0.3182985721678375,-0.31965880887759474,-0.319743241634987,-0.31020154285604234,-0.3092632806372545,-0.3123670463310308
-0.2330233421209916,-0.21457963285946177,-0.20765505728253209,-0.19737868660905883,-0.1878593204909731,-0.18106498017681882,-0.17912158862859298,-0.20452783369956337,-0.2044861086821142,-0.20429635058123943,-0.22827170491576343,-0.22523149325436956,-0.22798307678761018,-0.2255899916521666,-0.2256574045065114,-0.21906938356182937,-0.21052929135210452,-0.20619831926771262,-0.20094435464808058,-0.1975681912786882,-0.21079092998610452,-0.2234317057448164,-0.22923382401640446,-0.23022193564318214,-0.2213053643734303,-0.22723458232360283,-0.23320748156842547,-0.22647298743925134,-0.23232879704398615,-0.2252921709785443,-0.21741493063027156
-0.35604751041479504,-0.3435317615970844,-0.34147914279731406,-0.34593582327921746,-0.34951334018058433,-0.34825498852457626,-0.35551502906288396,-0.3548149653205314,-0.3509255501013944,-0.35850797148158536,-0.357118800287144,-0.35772466651359325,-0.3557786644968423,-0.3556296595179112,-0.3547377252453791,-0.35307168006579354,-0.35478658704908217,-0.34745849601681467,-0.3380245078057157,-0.3388759548996413,-0.3322001772540393,-0.3291340895019717,-0.32504906886084944,-0.31567086422155316,-0.3182929494063509,-0.31790777655058455,-0.3195097763916088,-0.31874145496310297,-0.30978104717000127,-0.3099940711146313,-0.3102349263735565
-0.35387820504679346,-0.3419049888417048,-0.33974487493281713,-0.34382702413272453,-0.34760084932262225,-0.3458435986637011,-0.35291735113301903,-0.35239688922248874,-0.3490656531252812,-0.3571689899619335,-0.35671260056545995,-0.35792310081409173,-0.3560336913945055,-0.35675104975772465,-0.35586966080210486,-0.35446483081879293,-0.355843555262223,-0.3480967186545253,-0.33962395617487734,-0.3408667620840184,-0.3350024503747453,-0.3321348369705926,-0.3280732962399177,-0.31866430614138425,-0.3219738230598589,-0.322425741071513,-0.3242248115509033,-0.324225405942671,-0.3138463755292012,-0.3140781241294696,-0.3182853203579743
0.09697324489758188,0.09893624788551349,0.06633662106990366,0.04882838821221678,0.08588607366104098,0.10526648369092431,0.09041687290191366,0.032960963647570105,0.030730304576514288,0.06271536056672788,0.030120601614640884,0.0052053485915524965,-0.00677566502298718,0.008017652914683085,0.009637471003767363,0.007634773520476938,0.03519394645406208,0.12243605450579799,0.05649533411300381,0.10121805946846642,0.13466072356435063,0.09604576053055415,0.07972638228861088,0.06248588645201808,0.01674409963218128,0.04928656456676532,0.05501131965518076,0.09001944675150259,0.09472316863212618,0.03492390812387531,0.09524666562208849
-0.35708933125303377,-0.34079480369002035,-0.34305562473076406,-0.3433179978929788,-0.3470852367105232,-0.34378465541951214,-0.3517929087555005,-0.349902105934478,-0.3428693782414617,-0.34914941476035455,-0.3475741769340642,-0.34867675309145807,-0.34500014753813535,-0.33534281597324783,-0.3236910339756027,-0.30908164285752915,-0.2985075579782954,-0.2996778305195579,-0.2909725963684435,-0.2872040088434485,-0.28406948854451153,-0.2844848095980614,-0.2864032519791507,-0.2917828634642276,-0.2977756832106917,-0.297463770846936,-0.294448555241006,-0.29648895358776806,-0.29507412935596333,-0.28897460225009514,-0.2738465170689874
-0.35952271601921754,-0.3474451063566857,-0.34447374367375916,-0.3472750952661664,-0.3513633411789189,-0.34954836471150474,-0.357167733355346,-0.3565753210745994,-0.35267817891281583,-0.3608569146025004,-0.36008217675567067,-0.36103651723025576,-0.35893404127975537,-0.3593088668761177,-0.35800814537346676,-0.3564115040323973,-0.3575469552719085,-0.35000469323358385,-0.3408781120530018,-0.34196403092302097,-0.33602481139061746,-0.33312887431589744,-0.32911995082706036,-0.3198178082391788,-0.3232530728340227,-0.3235255095037398,-0.3253021876187784,-0.32553961154374794,-0.31446098309011045,-0.31485270614187305,-0.3189989577442007
-0.35699939303961586,-0.34399139898394837,-0.3419368971115621,-0.3444732092354788,-0.3480443734429014,-0.3467027717518678,-0.3537653184453041,-0.3522824266304537,-0.34949122968757135,-0.3574148942992528,-0.3563287469010769,-0.35714231984635086,-0.35531849078267397,-0.35599065746206116,-0.3550934636569064,-0.3528054720324501,-0.3538567567005088,-0.34597216728939817,-0.3373752411101328,-0.3389570285249571,-0.33257469962484354,-0.3287279534383179,-0.3239129244086142,-0.31612512943644133,-0.31872503848649786,-0.3191658163844428,-0.3207491324726235,-0.32043202595772,-0.3106193816347953,-0.3112165844672066,-0.3155347616087776
-0.3400349445698513,-0.32374013356711584,-0.32358799808789207,-0.32319019548656847,-0.32564106214077587,-0.32233661335378666,-0.32389565808814647,-0.3239383129633215,-0.32161658904662904,-0.3246627685269547,-0.32794769338111746,-0.33297150881671644,-0.33490494876373983,-0.33053659832610277,-0.32915998871510393,-0.3280480136288818,-0.3279715462743833,-0.31186707012166875,-0.3089161081532361,-0.3043454314952869,-0.2982683789946071,-0.2934829144503197,-0.28604452811362896,-0.272359567375867,-0.2694722172157516,-0.2738617408607008,-0.2758750374110265,-0.2688384484676626,-0.26444590964983483,-0.26968229055658655,-0.2623383204320659
-0.3192000356249536,-0.3143653873818203,-0.31416358285163143,-0.31100653173009984,-0.3172430275163494,-0.31941519522155465,-0.321446251501162,-0.3250489287399769,-0.33012968510586793,-0.33615373722229747,-0.33400124116677204,-0.3313246632582598,-0.3233608615454417,-0.32268606188614796,-0.3182506693424843,-0.307505811612897,-0.30505057481648007,-0.3016836813824465,-0.2967449139318326,-0.29203359231988085,-0.28994185767325364,-0.28426708380480137,-0.2806325555120936,-0.2743241463633597,-0.27304543630948863,-0.2710827755381124,-0.27235803504328365,-0.2712317308067414,-0.2638474720067145,-0.26236641759576657,-0.26066406133279724
