"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Early-demographic dividend","EAR","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","198949446363.782","225385783898.919","267040471030.122","349041365469.831","407235072503.816","380568627571.495","352480286690.708","347288780256.144","313883231261.198","291505196065.797","316884236400.138","342780515922.733","372452300553.902","430362880971.871","482230369523.148","524252877248.174","536911157945.309","562031890854.358","634662505141.918","697431516825.213","766861508261.121","789447554771.298","785146164692.598","912462507298.102","855505393769.096","847434263174.996","937681098026.944","1168973336265.55","1425096461049.83","1675758768774.04","2008903995043.2","2415171595170.77","1985536712017.33","2449414084667.93","2940982633357.67","3140011816839.03","3219431913674.06","3247492672455.31","2962452044489.01","2832782759307.96","3176848005106.86","3489250809906.09","3409537641405.69","2838915505709.88","3738047749400.34","4545917912796.29",
"East Asia & Pacific","EAS","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","753219624757.293","834843154498.659","935952546186.306","1040675259487.29","1174778062972.01","1381507391811.3","1749253135754.63","1888273565406.78","1813712863637.09","1514387254621.57","1623582184058.35","1958653989383.38","1814562982965.07","1877512908306.03","2275208801854.55","2838699420345.08","3311553998726.15","3800407361245.52","4405163546846.81","5141184262928.45","4273621068557.48","5546704297172.81","6778971607576.55","7153774810864.06","7435220682953.96","7570651752750.83","6813576493338.7","6650744142759.12","7480707894660.56","8394671681900.14","8170170815155.11","7524566531022","9481417633784.51","10133714660136.6",
"Europe & Central Asia (excluding high income)","ECA","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147879524575.307","193333524497.923","218042881488.297","238603456096.705","219080929118.741","175700068312.476","208944677925.835","212522683365.943","238768557247.435","314428775547.687","408243021744.814","512264023965.361","654544492402.141","860121958872.84","1097808750245.82","764332320940.423","934480311585.635","1187933506525.04","1252924362850.3","1317633752645.93","1218075200310.61","908722838378.519","882110510756.632","1043137996912.12","1113335073498.51","1137367390128.16","996088066765.669","1282461725645.98","1355274300096.21",
"Europe & Central Asia","ECS","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","642239332996.068","722660816716.702","848360945217.13","1117120211225.33","1367804833636.52","1308519848844.85","1258026109943.02","1179471740311.01","1195062919873.81","1238940767238.02","1462739338815.56","1776755147047.47","2018763351777.87","2205773829780.66","2718111396616.93","2783042828980.67","2969836410830.15","2704523855424.28","2850160710407.43","3467262556712.87","3603691116986.36","3619955912039.1","3794643251647.2","3890803658631.8","4161363568637.96","4141077347951.48","4329911677151.8","5184061188510.54","6387824152789.95","7277391515895.97","8580551222493.17","10539860091365.3","11616046893003.2","8729747137218.16","9596656134478.51","11225005569493.9","10715197220284.5","11097061994041.6","11351764112202.4","9935706585334.24","10000022335604.8","10968162528136.7","12176789504153.9","11994877679864","10784800424077.9","13033854027637.4","14494228799458.2",
"Ecuador","ECU","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","1469100000","2005800000","2482600000","3133000000","3646800000","4018000000","3936000000","2825000000","3264000000","3335000000","3300000000","3789000000","3439000000","3702000000","3754000000","4256000000","3995000000","4907680000","5893690000","6736470000","6239320000","7252600000","7989290000","5591570000","6402600772.87144","8023548949.17498","9095020586.42295","9545793723.65194","11591470517.5223","13879985184.7117","15863128166.5778","17924251012.4905","22687458583.0356","18356204362.634","23750314033.801","27876789860.6459","29104455718.1832","31049590118.6477","31840696163.1318","25764004481.9184","21490757638.5452","25523976373.5115","29360356758.7217","29113015997.1247","22608408593.0694","29891332007.3852","37970505730.1275",
"Egypt, Arab Rep.","EGY","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","5801357012.564","6702699957.07365","8195142868.85021","9745714299.15815","11302571443.8437","11552428587.0506","12098285730.4675","14268000008.0951","13451000000","11308714285.7143","11819714285.7143","13236142857.1428","13512090909.091","15969000000","15338000000","16565000000","17257000000","17756000000","19123000000","19809000000","22111800000","22184000000","22661200000","23878000000","21881200000","20473600000","20494100000","27733400000","35786500000","42374800000","55617500000","68999100000","56910100000","66307700000","68075800000","75596900000","72685700000","80976500000","73277300000","73019900000","76323300000","85716500000","91591730000","84042420000","109051630000","",
"Euro area","EMU","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","368355206471.967","415025336731.138","467935693546.78","550617406041.275","724890516965.57","889094680265.416","835992764002.895","795842085653.068","742918330339.183","744845123534.804","773503510203.426","927310678319.981","1143416039829.48","1286761356697.75","1409314346919.52","1794101408842.38","1902783965179.43","2074952845794.77","1842871423930.74","1925932362312.6","2335572636442","2366443396565.01","2339901787120.14","2501015229455.59","2584890173105.12","2701743545754.42","2683673269381.84","2814995196667.16","3391094219954.09","4166368517615.98","4651429437565.97","5386758890632.67","6569280398845.8","7234758219203.4","5578819526675.58","6047956165961.67","6997571363304.24","6517940403745.94","6736570699764.52","6984751717571.48","6200627565650.49","6289929333943.07","6862924743309.11","7662611765968.04","7523217835266.2","6816762756203.07","8155780638276.73","9082490804832.92",
"Eritrea","ERI","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","621583796.38981","635282322.459297","702578526.566562","616899942.456268","510288498.71134","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","18514352662.7351","19981843083.5606","20743115580.1518","22469598324.3774","30648560430.6227","41089031079.0003","41011260746.4943","40590206147.3085","36604388877.097","35869380212.3597","36775818952.0008","43544353862.1019","60296482313.6411","75379660365.4191","87716119453.8642","112219363457.373","122956421941.155","137024065915.977","111378667790.578","124139007574.718","154607251706.359","167472214990.989","169501706075.616","186102971279.503","205914016975.973","216258753211.102","223245940485.374","237697127692.118","294192645366.985","363334624874.819","407429446226.88","479905234140.619","593272972248.236","630254211756.023","457897879210.135","475548827110.821","533699894478.196","463940417459.997","474463315601.801","491050843546.013","426839744187.958","429187265486.055","481594677078.116","535891432816.273","519005795919.285","430856855516.621","538000239357.288","626811115653.452",
"Estonia","EST","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","725102827.323827","1256766180.53671","1873898401.48752","2561095751.05686","3157704248.92963","3890902079.77181","4225123357.97495","3764092604.55583","4007027098.41775","4515958645.62048","5344313575.25094","7279243872.82352","9462798430.1724","11233070089.3385","14533407011.562","19221330573.6057","20237307300.9913","12659647032.8681","15563229142.7538","21380505926.7487","21686672546.0458","22744912967.5989","23130135863.9506","18458110675.8331","19519475545.5922","21397463322.4066","24224182282.8718","24143846275.5485","23884535266.8396","32103849202.0869","35466883948.3741",
"Ethiopia","ETH","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","575555555.833601","600144927.826157","710628019.66697","871400966.604542","849661836.159257","915024155.031413","992802321.546764","1088502415.69671","1151159420.28986","1265410628.01932","1299033816.42512","1358888888.88889","1226280193.23671","1348647342.99517","851884057.971015","1465122898.55072","1083400000","1310628056.42723","1532772681.61909","1427739999.20748","1461395004.7215","1879587692.42918","1903910341.00381","1673005030.12441","2195627507.04563","2070601364.60699","2646767803.06081","3787113213.36158","4942723244.18987","5313952414.6541","6941457989.04868","9633796555.82826","9086141559.32901","9985734665.46335","11857358313.6026","14235409428.1178","14389951129.046","18390223632.7632","20172207935.8868","20421737891.1949","19810234969.6464","20329188562.7005","19893023951.1287","17843281624.5442","21409548318.9287","",
"European Union","EUU","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","436872899655.831","493085170731.044","552476003110.939","645883876287.094","846596562963.243","1027492894906.77","965889725831.725","917800665897.378","861780061186.514","866424710139.468","899158798836.755","1069308384693.58","1303684460081.45","1458157070930.9","1591449555877.97","1996998576930.27","2097992271658.68","2288582394890.21","2050620949966.92","2155394625118.95","2636813479179.6","2700850667755.04","2655590922874.33","2827469139171","2909421661429.24","3060860534464.62","3042793331151.45","3205216606056.16","3873859576509.89","4781607622004.22","5359664196949.05","6233832898321.22","7649608043445.6","8483688601661.18","6505631558168.21","7080837696987.37","8197453991181.8","7653256655234.83","7909426072654.94","8209272043621.66","7273577695380.08","7384329183411.08","8091127636108.36","9041696182361.07","8888815137607.39","8082288866334.02","9758056500625.95","10866019116685",
"Fragile and conflict affected situations","FCS","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145616203844.704","142619635441.232","166401879598.758","202055353198.783","255643820659.857","301950769076.417","384156564803.677","490482621924.306","413885663765.084","488053758036.577","569727688260.749","627948322092.199","644877506558.401","598621045570.793","485989917416.723","401722113133.925","446963478142.736","525407958544.757","586736871608.759","450119787944.174","522794899465.309","",
"Finland","FIN","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","8848956975.41161","8752494039.74069","9266757589.99101","9863807948.24396","13775806541.7212","18620498434.0398","17626381828.2516","16929719896.8077","16210719457.9121","16246380836.0019","17414908202.5542","20056052766.44","25330681397.3816","30325785224.83","34570804230.1925","40360866179.8168","35211837069.7619","34175554990.8746","29626245471.9435","35164292196.6018","44221845738.3483","43946223103.172","43717093615.446","44022990709.7237","44387318677.6562","48795803071.5894","47381406330.6528","50323338344.6211","62977304772.0512","74808385228.5938","87350980603.6354","103308096735.205","125974217998.755","144943860897.296","100725353880.894","109507196613.916","129749094228.635","123909405189.741","123705725069.613","123343719465.407","99546368237.4485","103615365075.541","114139821817.77","128857003527.179","128829156643.423","114413532437.813","138882412358.802","157150954710.376",
"Fiji","FJI","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","546818655.785516","656568703.444283","754458161.410798","654352376.131897","600813946.952371","568152497.850622","558361296.62975","586300672.59997","547811580.900828","633941420.838894","791056179.775283","974266919.514489","910909944.207528","922227846.809891","1054304292.13082","1191360027.32007","1254681204.0768","1344402479.86888","1323705127.53909","1077150215.16832","1125899600.1777","1134757571.16309","1145756091.90798","1145644653.76537","1554287415.83498","1907020817.24645","2038552631.23623","2268093963.37158","2254658702.25986","2764011724.98859","1783393671.475","2186071388.45147","2682500745.60568","2771241153.36828","3077236709.08477","3125643393.47199","2797367437.52038","2842289107.92111","3233451769.05695","3520937514.13918","3719321879.53922","2320677163.26331","2655894621.34925","3753255336.59774",
"France","FRA","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","68020902648.7147","79217548672.4578","88249322807.9922","103910811996.215","136073801351.853","172577050868.162","169674068075.541","161325758928.311","146779719437.931","145784324050.488","151707701503.961","180819421230.862","220039305449.215","247610517502.635","270289293269.021","342815481779.504","358078636514.195","393928232290.195","369222185363.407","329551566792.458","387891911137.415","384440403818.371","373373742934.23","403817096031.337","419115632987.272","437624258938.707","435679531414.413","456274182788.324","545262445216.029","650606239098.756","728975840678.452","830678883053.385","980996140953.868","1090402129004.07","849314533943.524","903567437833.824","1039119472664.34","986440144083.639","1012602059826.95","1036687795442.02","914868527030.262","917888690627.719","991405181231.672","1100991125369.97","1062176776512.43","914946477575.033","1096748436677.82","1251480463934.97",
"Faroe Islands","FRO","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547240000","628210000","678990000","660060000","676950000","906720000","808229494.248089","982532464.385611","1125156636.7908","1465542393.81825","1516381752.91057","1262318511.80034","1237331368.70482","1460166176.47287","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250156200","252716100","266578200","279199800","272506100","259259900","","","","","","","","",
"Gabon","GAB","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","1366682875.77488","1665556888.8091","1925979062.20167","2064575133.77512","1982068188.44869","2056756377.91385","2023541621.46819","2185846779.07309","2126472556.31934","1742882782.09648","1894924878.97759","2000230091.26819","2448388588.94843","2385265936.38306","2680098129.17656","2526110622.60773","2113274633.98762","2421527553.62119","2683330033.77337","2737738308.1744","2725878740.13838","2426128156.47684","2477238446.47768","2212732324.91334","2181681113.28211","2445767777.63444","3128460199.66821","3386896487.02046","","4117842743.75345","5109302739.50188","5703766006.62054","6762655203.2768","7665284458.81599","7731214900.11824","7633207258.84415","6887457550.11629","5264760491.82103","","","","","","","",
"United Kingdom","GBR","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","28802376998.4217","32006589926.9274","41315900021.359","55209037596.9675","74529618928.4073","76413998999.8175","78001440947.444","88886296514.0658","106985589647.593","150111781262.529","189683207044.255","193847916210.429","194105811517.141","177682884463.378","186221473452.525","191704512585.016","211054614234.334","259217621684.419","319834102568.505","354195194102.2","409080295492.665","390306883806.702","384215950732.251","364933529770.413","392958128532.992","462585966608.46","498908791526.167","532805772467.73","548359979520.196","609363902554.312","653850298557.562","649237179855.681","654411730429.33","731378364817.22","890638892739.131","1032967765772.56","1281443229817.02","1516706417863.83","1462651369475.76","985216774690.955","1033295861497.4","1177170406483.8","1157443476903.07","1186895179827.76","1233344333285.41","1132717849930.19","1080488648831.1","1137495737490.02","1274343476727.65","1231813737502.58","1020165606603.41","1215201669657.9","1446410017343.53",
"Georgia","GEO","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1471800000","1392400000","1151900000","1419546356.59","1441102734.59","1586137047.96","1995079678.16","2649969584.84","3469824653.25","4556359216.25","6325674012.75","8115821306.85","5780932588.7","6887972932.11","9171669276.49","10388909020.45","10500798531.445","11275362076.45","9839227000.4","10103396629.54","11271144161.43","12734433867.2","13318236875.47","10678726893.36","13375955181.49","",
"Ghana","GHA","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","922344100.988877","994831442.988799","1158622594.37015","1101582667.44754","1121418651.99994","1263500000","1335600000","905134570.609877","724064695.080123","812800000","952300000","1081150000","1327800000","1393300000","1410200000","1582500000","1745352000","1972600000","2278400000","2108600000","2262400000","2538850000","2645024000","3814030000","4072700000","3473418269.3024","3698590520.252","3516927670.4832","4357168293.04413","5621405835","6850783643.34791","8487124097.47712","10509954672.3725","12695119187.7756","11709779000","14560070000","20789621764.5043","24184331754.7098","24133966968.8507","21075251479.4421","22279165582.7302","21996492910.414","25172990000","27740645304.6924","31343329905.2418","28682367748.3215","30516595224.8597","",
"Gibraltar","GIB","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","716610000","663030000","883820000","969770000","1114500000","1224080000","1079770000","1010000000","1131130000","1108573000","1053230000","955400000","1088246350","1052962179","972879635.34609","969745217.022655","1026261145.74899","1048762042.588","1000720000","1079160000","1298250000","1636880000","1911450000","1581210000","1892490000","2828810000","3289260000","3272910000","3151085594.61368","2873941802.01972","5327130627.9521","4337890000","4434020000","4520970000","6490830000","6025920000","",
"Gambia, The","GMB","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","117511951.431029","144396165.322812","189066382.565257","152454296.914139","135143604.949203","129137986.376368","102622556.55529","99339410.2833264","77001391.3283652","161981225.676892","168351035.699896","177863156.592921","211947157.919518","244164160.305742","258807754.351649","285511327.201655","251460821.807359","239702066.456851","299469026.360615","285488472.41058","","","","","","187349702.204746","276433479.982573","305046703.52039","358678423.59319","415695296.722124","398255082.526074","362094658.340699","340257765.614744","418369020.8141","441982726.306239","398307970.050981","478965696.558696","428303829.363693","402819526.50729","593602907.5176","722441537.150736","668267342.911447","724946190.10387","781824557.87606","",
"Guinea-Bissau","GNB","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","82900000","76400000","86000000","90500000","82100000","77900000","95900000","124341000","110452000","127787000","138853000","103939000","107180000","110340000","104700000","102940000","","","","104562037.683896","96027450.1823429","112419072.119205","138114325.293566","156923031.511133","175752033.383069","246481542.85607","298853336.83188","308952617.188989","314651905.903162","373685002.449091","290530687.928958","288313981.061269","356248489.208044","365950934.534364","233715350","478722533.05813","565778294.646525","554492239.762673","480769924.618169","590193680.413553","",
"Equatorial Guinea","GNQ","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","95056653.911669","113121374.8182","83389679.9635107","99182858.7269369","117887931.707968","96096667.6257892","98858401.5918609","69518504.2597972","221142638.686443","521801841.226325","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","5941000000","6832000000","7842000000","10731000000","11670000000","12828000000","11382000000","10811000000","11097000000","12053000000","11948000000","14474000000","15985000000","17729000000","21588000000","22311050000","23943000000","21499000000","22732000000","27707000000","28970000000","28441000000","","38936216307.4724","45382755062.9772","44924978104.1131","44645472905.3391","56872994993.646","70338045469.4319","77684728975.1197","94482374626.2396","120071182749.29","143526607926.112","103167376172.096","96178793859.5335","102144295556.601","76692579258.063","88810991557.8219","91491814024.0464","72055785753.4714","69795832020.7643","79938077969.7079","94995069455.8871","91912671135.0178","79279153255.6383","111023334744.303","134561256688.847",
"Grenada","GRD","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","33092592.5925926","40351851.8518519","55662962.962963","63059259.2592593","75759259.2592593","82900000","79800000","72400000","89729629.6296296","113177777.777777","123462962.962963","128888888.888889","140592592.592593","153181481.481481","159803703.703704","147370370.37037","170474074.074075","174344444.444445","187566666.666666","214174074.074075","234251851.851852","280548148.148148","296918518.518519","348968148.148149","325384518.518519","323800985.185185","365688392.592593","390002339.629629","435875706.296296","444536133.703704","491137253.703704","502527408.518518","432148021.481482","426598299.629629","433038402.962963","436963677.037037","455915278.148148","588833418.210343","636734566.678862","638727857.890029","753003851.2764","813912337.815014","862267085.87117","676197378.232951","735068173.750193","",
"Greenland","GRL","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","1500700000","1735200000","1884200000","2107100000","2189500000","1774000000","1459500000","1667300000","1457300000","1295900000","1803100000","1939000000","2071700000","2028300000","2196100000","3063200000","3149600000","3385100000","3933300000","3810200000","4504300000","5322600000","5297100000","5990600000","6470102104.85508","7336535068.40134","7798798085.42876","10711300000","11886200000","13827800000","15910100000","16189769200","13378670930","15750592390","18708833140","19376937190","20275078130","21269077300","20717655950","20367356590","22024444960","23575675380","23940589230","21684928060","30391937380","",
"Guam","GUM","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","369098039.36043","336862745.230142","398235294.273818","538235294.32872","556124444.642177","397910684.45975","381687665.80315","345634062.630169","353428851.208631","","","","","","","684050000","738730000","779710000","838200000","797700000","854300000","798400000","769000000","813100000","802400000","772500000","757300000","842775600","960271000","1126974000","1303123000","1704863996.99468","1508501480.49286","1814134531.28903","2265493433.95551","2549926574.2879","2402777623.31626","2245833940.1328","1821380250.36907","2026191992.88988","2356389752.23697","3359326746.56396","5169121608.632","3928196715.90045","7856353680.29976","",
"High income","HIC","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","927810951304.451","1064276494600.38","1220053715442.67","1446008660833.27","1866222397520.9","2272069195923.48","2314940871167.17","2219143695967.98","2161728245266.94","2315093630559.22","2345947041041.34","2656279920980.44","3135947333836.61","3576154011083.73","3918735749732.22","4562341711267.23","4680196383693","4949930997703.1","4775623528322.66","5202610626219.52","6195982409140.52","6491692368798.15","6673470206616.55","6741695206819.04","7176801017124.35","8027940190454.37","7650313431569.62","7860109602184.67","9021206903690.06","10949707403567.1","12511993580578.3","14539653162035.5","17102528015895.5","18662345286500.8","14370010563455.8","16343420638574","18970003098229.9","18749713728273.4","19106978133971.6","19697331622957.1","17796821429204.3","17675042116350.3","19266378388562.9","21295370036051.8","20987917761431.2","18825173189550.6","22746556634774.8","25649260374928.9",
"Hong Kong SAR, China","HKG","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229059218454.123","221941585848.542","262211881663.458","244478162870.348","246974697000.644","268266861834.402","318051747414.306","364743367136.481","417143371718.931","480919889289.369","509711990273.276","459586360393.735","570834754985.309","648718433774.256","700819432634.704","756693422968.406","776294017430.644","757374596234.05","748748309096.196","808812977967.524","872850871414.752","834633074838.027","780528778446.108","921987106994.029","882306082565.352",
"Honduras","HND","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","473299999.901915","480650000","581350000","736650000","881000000","1071750000","1305750000","1233400000","1041750371.00004","1078650000","1259600000","1289999221.40003","1300299316.13692","1321720736.68","1394171878.17194","1448066491.13279","1384300000","1425100000","1576800000","1713100000","1900200000","2110500000","2545600000","2793100000","3080900000","3247700000","3739719526.88","3854753137.3733","3891199320.91561","4364716077.43491","5273928948.91426","6016380352.9346","6989759888.75325","8428847232.61444","10116578816.1294","7512940877.19538","8678600675.59877","10836499712.6613","11597494314.3866","11474867770.9477","11825581729.5161","11808837044.6046","11502410434.7734","12395503558.3326","14117486754.3351","13983543018.1327","11709756051.0038","17162756052.4238","19455391951.4697",
"Heavily indebted poor countries (HIPC)","HPC","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","22435346176.9078","25663831331.0225","32104896560.0034","33408791867.4932","28903682451.0609","27437821131.6443","26867475880.8771","28871123121.7961","30520840186.4199","32021828002.3287","33358150217.4291","33379271658.775","37273155100.3798","36932635949.7445","38310924895.2232","36735471547.5337","37262208234.1716","42374174675.4205","45819728054.5296","46084216670.2712","49606195025.5663","50076997084.9252","51262565592.5269","54559710297.7243","57936060560.1205","65136511165.4935","79583743307.9087","97975881711.7195","117123720875.717","143670870735.749","176810327402.518","157981319709.544","184971076407.433","223094253813.2","241039953818.513","258112744732.914","259513574693.521","243466072304.189","232814667677.916","249230524137.66","275137873608.222","278140882527.694","252039451831.63","308353295265.162","",
"Croatia","HRV","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6014826955.13672","7223900404.38387","9399854534.95917","10222149622.424","11772058697.5998","11101558450.4655","10506118227.9005","9342741132.79894","10748938469.3571","13254085840.2833","17830547627.0505","20578725216.3591","22651262684.6363","25948257816.3826","31136271017.4237","37299362494.7815","27468613293.732","25880861834.2954","28747551004.6747","26407466380.6568","27083955636.2774","27529378808.1114","24014703635.5189","25485799690.7592","28610267258.9424","34401381544.8241","34945399377.4195","29845881193.783","39846597151.4474","49921497275.92",
"Haiti","HTI","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","78940000.015788","85239685.8950037","100559999.932517","138739884.959884","166860000.033372","219580000.043916","276400000.05528","325800000.06516","343960000.068792","498360000.099672","533800000.10676","488700000.09774","516119988.613224","549520000.045793","581979641.010037","493376982.476094","527800622.395","514344936.7672","478318170.45547","539700000","551900000","260640000","303300000","246580000","832300000","791840000","904700000","1051560000","1264730000","1377910000","1325360000","1263710000","1431270000","1573890000","1887920000","2155780000","2404040000","2876253670.84959","2822545049.43952","4297737219.20725","4436681862.36057","4199308308.93662","4457607255.58231","4767746435.68803","4517579401.92254","4422980777.87254","4949587632.76079","5644636557.22573","5182661796.60366","4227458342.74916","5240926465.18055","",
"Hungary","HUN","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","10374100307.2674","9920965336.29679","9850983466.88068","9914903211.13182","11627972940.3922","11975101415.5149","11964959579.872","12732953807.1668","12723881332.6047","12998816112.5527","14432281869.7121","16414550902.0011","16403873788.0772","21080283736.8087","22775034118.5403","26520312242.6912","31096771765.8714","33012350083.9896","37614016202.5456","40324667955.7237","46108569032.4922","58464385647.9001","75878206513.8752","89708519385.1768","101616622264.514","131582764402.364","153194316768.911","117117161359.295","125347368658.547","136433202287.046","123443808020.361","126704059341.662","134112330040.538","116003871175.513","117707129944.131","134404171155.243","147907347862.817","152425685182.706","138470990190.293","171831341968.761","192990223844.419",
"IBRD only","IBD","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","486482656239.812","449011354042.909","460611544453.435","451087984035.225","434465261523.174","471410431630.159","536218669483.327","593309488987.18","660906194996.311","709840793240.867","801103894818.532","892432280307.937","990270150216.832","1207114195674.23","1324818781105.99","1363294946755.28","1336403351822.96","1307923147355.35","1543402203385.24","1540030271613.28","1588773569632.53","1999824980070.18","2539181972414.37","3074149725236.43","3673057620186","4520091712346.79","5562351330981.06","4538531452943.5","5837937642914.94","7166094094928.78","7517179791825.29","7916854048475.43","7921700939380.98","6936551815367.22","6729145745807.28","7665575697540.59","8594462425439.68","8470959768518.18","7542868012864.56","9824637569514.93","10760928962682.2",
"IDA & IBRD total","IBT","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","563615529765.458","518118501473.51","526623858316.611","517353408005.202","494429303285.393","538024298828.411","606546155309.334","665796616646.121","742710055098.04","797679343070.761","892459467174.169","989069660162.858","1093546056440.4","1315529789364.32","1439207681769.04","1478661733042.81","1451665864998.17","1435145142025.82","1673874940565.33","1676082996854.92","1728349276517.5","2164697620960.48","2737348266046.85","3321881602740.54","3966321308196.33","4881676330510.36","6015860743353.29","4926671559523.95","6310715156877.91","7746427207895.96","8116044622710.38","8546983079950.16","8571175580727.74","7530400230119.59","7287066001753.53","8289705951793.86","9309068405708.86","9210074859769.29","8174155167790.83","10621075007382.3","11648978408252.2",
