"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Djibouti","DJI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3197791277.3392","3507482741.48806","3525582232.82561","2703006397.66826","4146589316.96311","4563067954.82807","5149667174.954","3682879344.59068","","",
"Dominica","DMA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144429629.62963","147844444.444444","156733333.333333","147951851.851852","175644444.444444","188274074.074074","158362962.962963","193466666.666667","272781481.481481","255900000","257177777.777778","213188888.888889","161955555.555556","","","","",
"Denmark","DNK","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","3345823738.94778","3491604901.55599","3642678796.84301","4118477063.09732","4636162795.98199","5119631931.67122","6134831440.53792","8596329119.52993","10472333428.0255","11887428561.4841","12587223049.1333","14117670186.1289","16550303604.7873","20570323534.9524","23118304753.5301","22322956049.1981","21672188565.4768","21784427944.9829","21450909445.8139","22827245029.7033","28448705360.8843","34688434112.4558","38843768536.8471","39815432599.0828","50354362876.6528","52463653245.6112","56508725066.8198","52360901648.3935","57549183495.876","67735042987.7849","69550741477.2866","65533185697.3905","65816951092.6015","70026117937.4563","73620303402.9765","75069749877.3703","81644124713.4026","95610217922.1597","110425024800.856","125495163175.702","143508189840.606","164447251310.804","191435002730.576","151389354084.538","162681442014.909","185143000979.612","178723084177.093","188383264163.235","192780904236.996","167735890269.837","167285255408.274","182923569688.047","201828694345.104","203211746226.714","195122346158.041","237621916036.214","274070191070.606",
"Dominican Republic","DOM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","172100000","152100000","196700000","195000000","202000000","144800000","160800000","187100000","199500000","227400000","266692194.1","300134133.025011","422847716","529005316.644084","749535909.774768","1039406497.93941","880982316.880982","966710294.16671","882809470.882809","1211190561.21119","1375636562.37564","1634265439.23427","1359153860.85915","1565486938.26549","2519773064.64991","1319814303.65208","1404387868.74224","1487383472.3032","1853151184.31851","2050889905.36278","2165302159.4548","3937453806.87054","4271216000","4760104000","5302644445.97893","5860800310.80031","6363901805.60513","7050603785.99276","7435712153.46739","7743619487.61511","8628023678.44423","8164580561.23285","8337710210.63593","9022077067.18617","9185099227.67335","10136190085.3386","10691550259.4297","11766045834.2583","11504543556.1539","10149752935.1271","12213202644.3657","14035647061.0938","14917449900.4642","15775318373.6116","16896693176.9347","16909888869.1946","18100511600.5959","18945253519.1919","20149518994.6503","20518135953.5223","14425179457.7694","20500491793.912","25072497924.6635",
"Algeria","DZA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1063385880.62802","1125937986.48733","396163384.370512","667222516.51248","729774642.626752","708923933.921995","789943812.084509","789943812.084509","891218659.787651","1012748477.03142","1073513324.8884","936360400.375236","1383769514.16182","2220822760.52918","5118698918.88266","5241291494.35666","5859996278.86859","6414649074.81901","6732393455.8946","10354850510.4815","14540906204.5215","15338957016.242","13980252605.7413","13635984132.4833","13805905456.7943","13664028063.9644","8187453638.10036","9526280712.54654","9163506111.82182","10369901805.7516","14546456162.9397","13311409366.4359","12154198604.8317","10880084837.5312","9585286327.48868","10940062719.1702","13970016903.2213","14889922793.1302","10880007944.1881","13692404114.9775","23050166119.0266","20085449479.4164","20152501383.6266","25957128353.6173","34178449804.7477","48714917293.0723","57121819162.4891","63531235748.7978","82034752286.9866","48533798747.1451","61975419204.2005","77581317710.2983","77123040533.0171","69659422389.7672","65185653998.8388","38460337407.0553","33403117359.0408","38496745680.3687","45233969361.5761","39014326552.3365","25461194792.7381","43703300055.381","60792081627.5365",
"East Asia & Pacific (excluding high income)","EAP","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","5311021873.94591","4468206794.7146","4442578453.04203","4952878221.39276","5448547243.15744","6104453816.42857","6476542837.23129","6217939310.78767","6660508624.33658","7119696747.64132","7477354315.19774","8351916849.46328","10565211290.106","17359833857.7187","26600587470.0608","25696128367.9468","29081808837.1898","34372231808.3456","36845763752.844","50882450926.2074","65537505040.5002","70282269856.0456","68477482181.7389","72657976221.0077","81910316367.8342","82760526579.6365","80515552839.0325","94695497465.8018","112915631393.484","123986233554.776","151670892724.295","176952379670.862","203617275331.475","219156791874.59","304001473358.796","375181640793.32","422714417612.394","465745488469.119","435886998502.564","470880553704.011","576655851502.674","572022647963.218","649454373807.273","800933344693.777","1028050831288.58","1259014201494.19","1556695463276.1","1908662317612.2","2245424131635.51","1901372162213.34","2463924878308.99","2968529991919.07","3158129350433.71","3362679618481.61","3498707777587.6","3334139639856.92","3185652073014.78","3544522687279.07","3884135729563.25","3863612180762.21","3836974259767.74","4885085360818.8","5236732915071.46",
"Early-demographic dividend","EAR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","20073460872.0046","22360945833.8932","22756439410.8343","23807818795.7293","25130338949.0028","26435765549.2544","28192973382.9094","30394418133.2606","33704359122.3969","38600910715.4873","47133588158.2012","76951089047.4201","134637781658.096","137135605128.539","156111824497.669","173982960160.246","175750628139.846","239756883210.563","318808258103.051","339457229199.917","298942140460.717","274608951352.916","266843495954.392","247991929591.75","212654938618.993","249139802456.734","275009801596.855","305025535748.481","370175322171.22","384522190939.138","415809313180.052","430195347990.101","478705446279.265","559262450011.697","636940746612.048","681506593458.159","639903784186.151","692382852378.142","850633812183.579","807572286085.607","845060330784.718","961135921327.537","1200515330382.87","1479965908791.06","1741034860090.61","2012227772171.35","2376632006565.97","1895298968818.48","2431644097668.19","2824756716080.44","2906759535661.17","2897844062579.2","2819911751102.68","2393673038450.44","2376144698081.9","2675704403691.69","2961104441677","2910221313184.48","2473811091374","3290416869998.64","3954590322906.28",
"East Asia & Pacific","EAS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","21243862560.2045","19562297459.9494","20734950375.7418","22814144585.9058","25716961217.9725","27222926670.0176","29533438220.118","31279271812.3358","34695284331.2319","39618525277.7407","45456356010.672","53719199418.9109","65382456338.0075","91219468941.1719","130921465565.411","134617424938.55","161940067775.131","190698011456.181","223459679089.374","266354720591.042","335983557481.047","382477078076.472","365906680000.562","382309066278.312","435804147969.444","442797264531.103","499309865732.515","593295561660.206","713670328371.925","774903459163.484","839449977600.825","948926130675.343","1051120526024.18","1139761451955.11","1337147642312.77","1578867320733.22","1641090372799.46","1726223754954.92","1581171717908.88","1672140311462.26","1978787816670.36","1828125701292.73","1964035824507.23","2295677018081.46","2854788361295.59","3292746997243.16","3834352250465.32","4470694569707.04","5104441345749.2","4279197598484.12","5471597219720.28","6449413703239.78","6736128474509.43","6932379901870.64","7131201822212.52","6643838977623.44","6410623498137.79","7098986407874.12","7710899832536.5","7551661995068.3","7243250509524.69","9046064285208.98","9657117738217.08",
"Europe & Central Asia (excluding high income)","ECA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207049746314.348","179786810245.847","140612168800.456","380526908967.678","247865419278.741","192379561023.776","207092934368.04","196222098712.102","204620247260.997","195725362953.942","183333934712.462","226977517781.427","228308542608.301","248913340075.694","309290465552.655","419368525544.583","522837806924.165","638290597137.169","776722445665.931","1022636066669.43","719703878023.711","886782644307.833","1140542260276.65","1190381019186.33","1197297317823.89","1148763524808.03","863426360657.69","774954264449.227","922745400704.451","1089551927085.47","1071256335178.8","878817446919.516","1227321894413.65","1407481955974.24",
"Europe & Central Asia","ECS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","204877664004.565","231833393376.759","278039589475.887","372691701933.214","481594320397.321","524711200696.525","571020312128.51","658391596331.478","800037959668.333","997096558508.168","1151130943355.72","1076802914914.24","1035067988748.52","1012513980067.04","1036627592823.13","1081233840236.47","1321598246717.22","1590312567555.56","1772563077249.81","1879891715580.3","2249044494451.94","2262524941576.73","2656923133251.76","2365837853640.01","2560898965387.95","3093476760579.31","3185925817683.29","3197873217351","3307140765225.43","3322310846965.68","3470763049313.31","3509552022471.13","3750357107848.95","4474336932383.24","5421037182593.87","5977081008018.9","6814097946075.57","8019079572258.96","9071027300477.2","7175828082744.5","8007194600444.4","9435143287549.24","9218290458153.29","9599876263422.6","9808226725479","8615272005376.2","8588811833585.13","9448028811832.75","10453894333886.3","10284909418709.9","9347028110614.67","11508064716226.7","12577847798862.8",
"Ecuador","ECU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","197583745.856082","157101028.717666","155487287.039462","168447595.431463","199730280.612547","214348750.216904","254730107.424295","258096721.244296","285128679.283701","264625851.047958","270255549.700304","291407689.18989","395314497.957741","695769524.079063","1494867579.72302","1242549628.58996","1457947881.89667","1797611703.14602","1756420957.9504","2538499855.29063","3066326874.45054","3188264326.3875","2921017218.81401","2668860344.89493","2938789738.24893","3375176924.81068","2393509352.64328","2142867204.8233","2480622111.01514","2817483588.93319","3469125960.22029","4021964982.49125","4366816408.2041","3794531265.63282","4605277638.81941","5201004502.25113","5618746373.18659","6064677338.66933","5006507253.62681","5181939969.98499","5888259129.56478","5682217000","6135846000","7329307000","8984844000","11463499000","14196499000","16287685000","21100364000","15785663000","19402439000","24671849000","26522271000","27243506000","28536122000","21107369000","19492639000","21727767000","24314052000","24917131000","21702981000","27803104000","33562095000",
"Egypt, Arab Rep.","EGY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","847750109.217999","862076408.374703","943166740.380363","700000000","877723970.94431","1091183119.81914","1140015302.21882","1182006204.75698","1366851945.42698","1879700810.30542","2113327487.94388","2285998013.90268","3108577442.55394","2947998787.14372","4774142857.14286","6612494096.94444","6853648648.64865","7282512315.27094","7101280558.78929","6987744571.05999","7119673332.63533","5706267539.75678","5106048703.84918","6076093128.90403","7073523337.46386","8748317631.22476","10269192422.7318","11885776186.3208","12034813925.5702","11714116251.4828","13565319964.6122","14033018867.9245","14778761061.9469","13754427390.791","13653789442.6423","16174959635.99","16900269541.779","15595505617.9775","17500000000","22240259740.2597","27188019966.7221","32173913043.4783","39457092819.6147","53800000000","47205081669.6915","46751361161.5245","48537005163.5112","45766666666.6667","49085271317.8295","43529411764.7059","43423180592.9919","34392638036.8098","37289402173.913","47225661226.7867","53041002277.9043","47872738615.0967","44850223072.0204","71927051671.7325",
"Euro area","EMU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","121428530483.805","137722241936.505","169066343771.534","229041746094.662","299011463456.196","323737596537.395","353767498328.674","408620078553.402","495927927367.772","620402077399.843","704669142448.554","652920106261.972","630284745817.706","618222388525.486","631077459944.615","654820373023.961","823276012817.959","989456951421.776","1106657208378.42","1182213855801.19","1467020384629.81","1517823240509.13","1651497891874.05","1519909583670.53","1697807920653.96","2082215691514.82","2135205715268.67","2113060819770.68","2216980624000.03","2231089307083.08","2281260453331.72","2318339849943.77","2486278008147.28","2979635492544.13","3571488563064.76","3842859953219.03","4311432254040.29","5109821269090.18","5666551396192.43","4545129682620.2","4949418897491.92","5730583987460.5","5522207090719.46","5789556092777.4","6012303662697.64","5371564789876.15","5450644655278.86","5985072105298.95","6582663969569.06","6461720118893.23","5925127622382.67","7182581550569.58","7685734619632.96",
"Eritrea","ERI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54502214.5615604","142966419.337566","148977272.727273","129406250","202746708.19765","203302823.650328","110594498.170854","65684298.3248767","68310441.5584416","81309111.4604177","85922705.0204021","56064248.0446132","64052293.7443336","67725718.6237561","83564227.6422764","76071544.7154472","61125203.2520325","84082757.7235772","101385281.300813","374897684.552846","","","","","","","","","","","",
"Spain","ESP","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","4972693130.49679","6066773652.69461","7887709034.4292","10475953740.7196","12825214883.1843","14204585507.2464","14892643620.9898","17551967141.2924","22290496961.8056","29409382746.6534","33264230679.9722","33024130473.9593","33274590337.7253","32609483758.7007","36663185675.8435","37722088062.6223","45733713912.3203","56497570408.3008","65086234823.5966","68859531974.7013","84372755468.4949","90965543634.9079","102129839102.877","92985054255.4582","107763295242.827","134151321056.845","148003415210.824","151471590909.091","161627129969.93","167307718340.541","170912654970.981","174923611768.504","188203212026.667","232580150552.156","271668265945.947","288189779324.513","318141118708.235","383015720487.844","418147545809.375","343958924364.062","369060959966.676","437327285272.377","416701933892.578","446689924483.534","459120571553.324","402038652995.312","417712027692.62","461350495658.828","499658310234.501","486713932627.441","393303808155.636","498633852806.194","580683663573.932",
"Estonia","EST","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2573466525.53586","2848889768.45438","2967518489.37844","2932836519.70347","3627803201.08206","4178072088.10769","4022130536.62692","3504490924.16843","3831095694.20822","4270175190.73184","5644211833.785","7418642236.02484","9230780997.38838","10769819345.1261","14052834656.4468","16160988721.2538","11949522089.4693","14652236228.9086","20104199023.8134","19844301075.3844","21239933054.6292","21804108132.1011","17725575721.5992","18537893089.3897","20411337063.779","22761485754.8764","22964765757.176","21731484847.4612","29119437814.5654","32576889422.9495",
"Ethiopia","ETH","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5331910669.97519","5962716169.22631","5948445849.18128","6474164234.1889","6047701456.97486","5804121577.0604","6238602388.0684","7055586649.08425","7615438637.68393","7672983060.57996","8491174948.09812","10453358910.8254",
"European Union","EUU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","140561600785.196","158989619308.822","194460670059.382","263977344111.845","343831199279.28","373146935628.847","406566573666.631","466587084794.897","563801134509.545","705778358231.892","801134999436.189","744150363593.161","717842495457.05","705267691439.078","721341679153.302","748154213611.881","938127696208.484","1129760245220.41","1261084423141.81","1343092000364.09","1654272016903.27","1701321472875.96","1848835364483.78","1701014720963.74","1904408605809.76","2346161896205.98","2413516624274.43","2391540323080.49","2513825527969.02","2529764316967.05","2597294085063.64","2639785633397.47","2837619475400.46","3411344548063.12","4109345169421.02","4459657500439.81","5037931757573.52","5996819868848.59","6697619626112.39","5355123523885.35","5868788148910.64","6809443438008.45","6556688130555.96","6877603029222.34","7146983868786.37","6376955745880.66","6478362175080.69","7129644230426.77","7849876086330.05","7733555257094.66","7129681543735.95","8662482106502.78","9304187447901.38",
"Fragile and conflict affected situations","FCS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104246264686.583","106825711626.699","86175305490.9443","82617930631.1404","76480663647.0302","83231298390.913","100833170585.511","111233435176.375","132335738838.948","115932950458.045","139181039546.411","192508576678.814","164730818905.355","174268918434.438","184591601195.085","248160774015.462","314063191280.866","399446625663.183","444268634269.731","595229113393.488","403836241554.447","578308769870.135","555297457035.441","613026993521.11","530123629721.076","491247603315.738","326026158286.888","274996083661.019","352159676256.851","444307437359.97","441609661492.707","328858870264.476","435528461783.66","",
"Finland","FIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","2711046149.49037","2827196646.77465","3487225408.66074","4596304652.24833","6381402237.27745","6523355422.66042","7499615325.43468","8995130588.75609","10101083032.491","13152190505.2664","16534905961.1093","16409479195.3706","15244850129.5177","14631725021.3493","15594578551.6423","15638910207.2141","18858784893.2677","22897335317.1919","26071073205.4016","27400581959.2629","31323277872.8036","27176885752.0953","28745686222.4582","27996252732.3826","35158793397.8372","47992919389.9782","47988609888.6876","47944107204.2149","50182465509.5683","50865246751.3515","52967332461.1766","51507654129.9213","54947289188.2354","64062137649.4116","76257431519.3052","82514287315.1751","93509466783.5293","112360012523.138","128286645761.719","91464252096.8749","95814846366.6691","107211177490.273","100237927391.016","103165553050.197","100273910699.214","83041492298.8281","83813596801.1698","95994657970.5893","106061524525.488","107085573184.312","97301402129.1815","117226123093.021","126066770762.646",
"Fiji","FJI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","583766047.657844","531694203.519133","516167825.341771","489764053.052134","504527694.488538","505914691.372647","537574690.775943","533742454.593571","625621245.57918","741168539.325844","833542476.745693","793123954.844186","795280964.787434","856610076.04871","1029830103.30402","1089499881.48851","1338202807.66764","1278196269.9361","1007390381.5987","1185149457.38402","1097328087.38035","1007246346.58084","1132973615.62028","1386509040.4685","1467801500.28852","1611428460.48533","1540665434.38078","1641930075.14128","2012612160.3815","1419133813.97965","1803536277.56348","2240457996.19328","2427352050.21077","2382978941.64591","2541930113.03052","2286771461.12947","2299808726.35584","2463428727.70464","2665063649.96419","2638408704.22782","1232061016.70642","1173155749.44864","2252644687.46536",
"France","FRA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","9218097244.95283","9721651418.4664","9960806434.91084","10957285670.096","12309840151.9873","13777986225.1601","14959146278.5996","16048630242.402","17593837376.4291","20287923378.5057","23725050194.8742","27354090209.5418","33827048114.4343","46340601060.6954","58910256410.2564","67956249043.9039","71988527724.6654","83014174913.0784","102571220930.233","127186247301.881","147148401117.665","135235968617.984","125156203213.894","125614080385.575","126491030548.675","129015184698.496","157252580736.812","183073229291.717","207505781301.619","222041949413.942","266219732562.342","270798744332.054","298940520446.097","275047486680.565","301941162570.888","362214482849.257","370197461212.976","370822656776.804","392709584167.223","389362241255.599","390504309338.04","389407179769.292","413353771803.138","481646963819.999","561042237466.411","593901326045.136","648243071809.411","741061331101.179","823983397589.844","670780157110.546","708600861200.018","814316094241.252","783713381111.719","825700281806.676","847269974207.042","746211770692.968","748010809661.112","803163777629.42","885114776507.435","862106200525.473","724413895982.869","871058669864.327","946543298871.599",
"Faroe Islands","FRO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","515369247.973384","549880738.048003","547806634.237729","598270958.122054","625608463.553198","702509029.490433","753740158.246987","739881038.734949","843381023.954988","985432551.170382","1144713658.94396","1002431198.93549","1089494716.909","1313872044.32558","1275723989.29409","1491477052.56776","1556499221.97014","1369742511.46465","1534259100.77003","1679703005.62294","1684155506.33958","1821695367.15004","1551752341.30664","1923044780.86346","",
"Micronesia, Fed. Sts.","FSM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","3600000","","","","","","","","","","","","40334800","40239500","37246300","41045400","36239600","41921500","46366000","43854000","46055200","37304000","41837100","45844200","57728200","61367200","61304000","70347100","76935900","97807400","96425000","101619000","85658000","91885300","109856900","142584400","129700000","96900000","96300000","128100000",
"Gabon","GAB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","48341345.4526679","52322628.9770601","57972564.2456509","72764821.8143411","90352324.3072425","97934826.1998306","97688671.1600708","130487348.089848","142588991.444217","173872519.37261","160996725.575072","253126078.244283","314647528.123687","425323421.717425","888640848.136129","1068531103.98579","1371832274.31888","1449448283.56211","1475698435.90479","1772269113.97412","2769790000.98402","2447269146.64704","2228502939.26331","2079692035.18516","2104556520.13362","2089867355.93137","1197784951.80845","1401160632.95309","1408435483.22307","1917191499.34904","2740347018.81824","2553606794.82047","2576724993.99666","2136542944.38168","2584714652.50345","2944909617.5065","3568070234.80984","3265552537.58624","2125424575.45721","2779726330.60532","3507168435.94393","2726388980.16097","2806922119.4389","3381594591.55245","4276662902.9196","5750501489.94","6255613898.44868","7289977419.70056","9685333817.06192","6319926630.87357","8287739076.79688","11243840185.4571","10465456434.9881","10092462764.8457","8104568515.28775","6620833388.71136","6175468781.56193","7498596953.86386","9158802458.42296","8678687828.88816","7275153456.62018","11229488167.8606","12934645038.4887",
"United Kingdom","GBR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","28836056171.5255","32804855473.4791","35488085669.4311","43735506423.4413","55947169408.1743","62132989500.1443","65931259194.7575","78984124602.2553","95206779924.83","121625619943.812","152159590867.102","142153288731.684","133583689664.776","127634666427.293","128609531333.748","138095070150.535","151201303435.174","183690510216.505","202066642336.351","210153919656.922","255393377986.738","258569330282.662","270803593821.529","263942832087.95","297812196135.137","347167536217.539","374857485843.598","402515493595.904","404339946896.162","410237346372.242","426820759106.16","420798813799.656","436506017475.408","493006624787.235","581041048738.511","640714668832.33","743411061908.909","786215038200.778","800599301886.836","643778779514.034","711533832405.334","829054870902.797","822038504502.361","837265916868.215","870215925981.085","810910803121.76","773465222156.196","823091624925.695","898988137049.041","893047886902.181","790751711189.039","899897601692.897","1004803742055.75",
"Georgia","GEO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3101400747.10438","1754966887.41722","1315854563.44299","1266549922.82057","1452431596.545","686962011.296932","412452356.188495","548000077.071291","594736068.30637","533561623.762049","703050139.134834","787524589.768533","992558006.080135","1255516976.20768","1595471619.36561","2132207924.75209","2514949544.11848","3135124888.38116","3616333603.51043","3181108079.35102","4034692188.64695","5240452978.53935","6021105116.80487","7172032344.36529","7039380781.57446","6110406468.8364","6177735055.82609","7557316243.00585","8896744920.10258","9577029902.09989","5908062642.69865","8045446645.34757","13015799842.2605",
"Ghana","GHA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","343177644.727447","340376194.566406","334773294.244325","326368943.761204","344578369.807967","351581995.210568","310960967.875482","304363805.162641","339265113.592711","387311329.101505","472617875.004875","380936311.818316","437466068.288204","644981958.180025","530434782.608696","544148936.170213","434322033.898305","334857142.857143","306108202.443281","451566951.566952","376348547.717842","200813941.813143","134733893.557423","225418866.282653","354924983.692107","479914488.823251","950791901.502063","997843537.414966","945143357.701193","879283844.360769","993968474.56455","1120125005.62072","1105230971.78798","1208937325.09016","1375678798.47759","1583545717.54273","2226332656.1897","2233533757.03116","2534279054.67106","2475841737.13703","2431742832.11338","2404076783.7933","2627802127.46784","3104917700.97244","3490693121.82563","3916308937.85477","5149455784.05844","6088926145.25267","7178293982.08643","7630157963.41548","9490809916.19951","14529631105.6309","16656938917.9118","15983077800.4896","15466373251.1673","16714896986.4747","17519662209.2255","20463637691.9305","22514781525.846","25592297672.5168","14513662107.1208","23673797907.0048","20049273002.794",
"Gibraltar","GIB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","620341457.628898","645766103.605838","640721931.228317","756205480.023945","828699105.579399","914493653.70162","817036636.161662","869566347.993753","769732341.709901","780067626.712016","742652390.884316","740132957.280735","763846909.977853","749004850.026574","734578556.340699","808614946.011186","781148029.848008","894584048.742242","895267037.392523","1021679586.53618","1005390515.52319","1479451796.06504","1507080730.4794","1512364187.77045","2079424654.56308","2212106802.5125","2531048956.88816","2217341683.21947","2342843828.69302","1890478290.62088","2524762071.75538","4611027664.06609","4767367526.80828","4710654157.75135","6617433828.31271","6917832412.80313","9270199034.33224",
"Gambia, The","GMB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","15991783.9816336","18921504.0830691","16460090.3275853","18244685.1820091","19763503.6113288","18037832.7346652","19980335.1441964","26392903.8657828","37334619.1738863","51495215.317021","46062019.7863302","50729194.1532122","57875475.1084029","72405664.0638061","103029789.657023","96172678.6505591","95784679.8006559","107766556.20802","90665413.0199268","99014533.9482279","86556332.490121","109029386.026979","134311367.672889","156436609.104127","189941805.45559","203220128.077688","218509711.585694","212861258.58614","158552464.499947","186876572.870383","184904922.387858","184290831.849152","212639014.948652","198771169.750718","201981398.484292","149998486.022803","157033586.749557","151438766.863892","198101348.370107","204546329.422826","221729529.524001","230768302.995298","226068893.109563","228340996.932357","226367645.625771","237665944.788408","280760744.749536","261079180.404849","268476272.87584","270072079.237291","236218946.63831","252666100.449604","362977230.923845","341709417.243924","174363310.544805","131923343.991907","103871094.180862",
"Guinea-Bissau","GNB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","3149285.51401726","3265785.71405244","3819957.14258429","5415932.20338983","4956907.89473684","5650808.98313267","5925666.19874294","10697300.6754997","9487896.25360231","8620322.2563114","14039269.9554541","17319393.9393939","12977443.5323605","9829616.69480844","18557846.0316083","14037481.2502193","6817564.96112985","19759984.49642","20460063.6209079","18949946.5515049","24240037.9328713","25670003.18017","11094993.6067854","21009993.7977979","38769882.7169021","29630751.5741491","28460070.2411613","56440730.0783534","29820104.7244958","55800081.5658168","80735012.6362599","83214530.248862","74507963.8470324","89188359.2954904","98218233.520775","94803617.2414713","76111086.6412387","140713504.711695","172333977.263953","156473334.194555","126683562.81738","282367507.803329","153091821.828403","190986175.013206","213171012.623914","288714348.147118","312531969.479067","374997793.712985","380311766.878798","292073116.139428","205987685.021527","","",
"Equatorial Guinea","GNQ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7183409023.02907","8303800358.81345","11584326308.4361","17621714169.082","11171995036.7048","13991011069.7297","16038364013.1988","16098337011.9035","14849114366.1898","14357208634.8372","7470701298.82632","5779217936.76522","7181836778.7164","7807722840.66084","5810566661.85579","4391793720.11977","6806231232.87938","6655692879.70264",
"Greece","GRC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","429350661.439364","470520074.739535","435291069.527426","534783250.41953","510005047.275921","588341197.374862","803143173.505982","834337698.884669","806033869.219962","893899660.592104","1035806818.18182","1190227272.72727","1541636363.63636","2600724971.2313","3603863636.36364","4034027630.18066","4376557835.8209","5057520814.06105","6044090909.09091","8266964121.43514","10981806554.7562","11196635916.3592","9399265306.12245","8143970588.23529","8067826481.25756","7715319516.4076","9976100292.11295","11898955712.1288","12441705500.8407","12624099874.1083","14466921754.0843","14929958870.817","17292881658.9203","15285243757.4316","16843841292.1348","19745091925.2831","20839186013.59","23223405715.712","23536858065.26","27457026304.6885","30942467693.0212","31063176224.6205","31087273728.3679","37528698365.534","49899010820.7588","52827781598.0825","57920808886.1787","71817777404.1375","83145854167.4875","62889598470.3226","64767602720.9183","72135028424.6213","69565465932.7289","72167340436.4506","76489983017.2766","62867562248.0769","60431141888.9703","70013677525.7619","82684241851.0196","82328450373.7239","60434496175.0466","87827556199.797","106766533232.709",
"Grenada","GRD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","589145788.447312","716000571.963654","759541163.699305","761017099.734955","814482671.944531","924142622.85998","777486227.351298","852477963.042811","1020039904.21335","978942416.543807","1012247951.62154","1093422975.04365","939162827.078353","1103569677.79313","1160384073.6646","1358439172.71086","1230185623.8942","1108359701.01344","1146649488.63546","",
