"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Kuwait","KWT","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","1419599434.7155","1570799374.50769","1453199421.33599","1643599345.51874","1758399299.8054","1718919315.52633","2574574237.11572","3053058732.91303","3890787977.88142","11050603295.3412","9674783764.36692","10234366254.0232","10182645918.1572","10936084118.1776","19296869409.4947","22438245978.1984","17414833339.2055","11760578483.4917","12340953577.7854","13044569021.2513","11511097888.2498","8269250527.73086","11752536798.4476","9841261803.19805","12740852107.5762","8281249652.77778","1860916200","8036810156.78255","11437086423.8411","12636363299.6633","14233648654.2388","16465794916.1975","16040938479.2923","11379608922.0859","13836389836.6701","21300623550.1637","17901298306.0611","17014667695.3852","24938633154.1249","33831014591.1096","51691780821.9178","66566445958.8307","72695233271.2958","98389914457.192","62980953690.901","76952172913.213","112783966409.676","130069220990.653","123417852915.481","111425373338.225","61608360455.6094","52112045228.7746","61787622983.3819","79460102082.8151","72581260121.2059","","","",
"Latin America & Caribbean (excluding high income)","LAC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","6592719881.15826","6784464253.35938","6674813210.78114","8851014497.82546","8617964259.60697","9721692923.01788","10496369058.5616","10545787394.5222","11337560610.6588","12968554971.0641","14367533522.0027","15390836262.1043","19080627450.6111","26018352742.7272","33803431665.0713","33699568014.4317","39999452525.801","46895010453.7725","54373180165.8832","63206406083.72","76744949368.6033","85293834288.8347","83993677845.684","89060739087.1271","98581507947.3886","95863815391.2914","85695480895.8498","96096859045.3656","117194598824.02","124162353865.078","142607651580.655","142897839784.473","154964926822.41","167450860041.01","193774621189.542","229134737946.207","254910570923.375","281997495892.06","288127372984.728","300515027617.801","350278223155.577","343484607284.534","347046487616.641","376022778811.905","448772587828.241","529421008028.685","617454118195.022","700837865831.887","804627840535.382","651363109392.327","833837420624.46","1019663347836.82","1034755069534.35","1036522067216.84","1026448916538.01","923181029022.536","912925651232.731","1012509589613.27","1098931400167.78","1096698883470.05","944011865684.752","1390816397197.9","1646333604968.18",
"Lao PDR","LAO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","48571429.8688724","95555562.2222222","64210524.8730912","66241427.1601272","81630154.1789537","86618700.7195355","98057229.8888284","133175703.908386","192017652.07798","284956368.658897","385700002.368777","409499988.567026","425300014.006211","417400000.079366","466700003.920166","521789232.363857","530820000","492970000","505520000","475490000","589520000","792320002.47454","1318269927.27717","1419583608.94246","1805715121.8396","1755689499.11589","2523508639.18315","3530069487.67383","3860717698.89266","4574379415.71013","5411897516.20781","4898082060.90105","5284448606.02114","","","","","","",
"Lebanon","LBN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","498732254.811361","510722596.67467","587654401.024749","634069545.770351","728607315.948454","755509732.09928","1266386350.80794","1758689127.46595","2289054887.95063","2373803864.0435","2445876363.86788","2447097844.11277","2754228855.72139","3083250414.5937","3361194029.85075","7417557506.00332","7873085354.09619","7837807009.68491","9221256284.24544","11224076778.8391","11751139951.4428","13464256797.7446","14518739635.1575","12680893474.8259","12492026092.67","11425578093.5987","11553482873.3002","11112344036.2852","11627344114.1625","11394547409.3532","10681277028.3784","5192095745.90564","6020232987.6393","",
"Liberia","LBR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11468084711.929","10823275790.1146","10365708514.0197","8659848557.04898","7734919322.67393","7451961614.32689","7989930961.44002","8223646464.95644","5278303949.73247","7274518463.72396","12077558465.2008","9053583924.67552","9169291338.58268","15054687500","21117445538.4615","30160175033.1337","43171304045.9724","49958307054.2921","64266277243.3654","38453429432.841","49956369622.1163","18374589848.2086","61880159779.4362","45126735146.8535","18495883185.7246","10828622381.9049","7276127658.46818","18264983858.9696","30378031209.5533","29665093794.6223","","","",
"St. Lucia","LCA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","11274856486.1772","11954680097.3248","12523168588.8269","15206406244.7695","14331147409.928","15817683758.7622","16932943086.7796","17057536397.3845","18003024474.9365","20327957847.4436","22128611934.3147","23891151551.1647","27961268212.188","38765154486.0923","56168055997.9809","52467551413.6673","60201402278.9916","69611663419.0578","78123658504.9726","96141350008.1265","119253639498.635","129465119371.782","124556159662.313","127441375181.818","137366046551.051","135563395805.828","124855878990.435","135385383630.652","163944794772.786","178285103780.542","206304992374.995","208336971767.799","222396879794.918","234366644108.583","269647776277.665","317118918501.701","348059323248.12","381039686140.094","385729869304.534","406402536533.505","477306125525.431","470514953144.362","473904815608.513","518050662699.962","622174430931.268","739275148063.196","863908928556.766","970097480895.545","1113001027083.96","895015696945.546","1159375691112.74","1356425318117.32","1360129707649.27","1355624906069.1","1329007252303.69","1174848753787.34","1165847920802.98","1282760975311.86","1371514850583.23","1366162021907.65","1192413429764.09","1701034799924","1988365237225.36",
"Least developed countries: UN classification","LDC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26230885658.3557","33205648148.2295","33280214418.359","34282215230.6539","35582219349.0988","36201755412.9687","41237331079.8317","40282031856.7392","44843491311.1075","50490896493.528","65174371290.8471","89755124967.3325","113724951425.433","145916364034.878","190020046514.088","148812312913.114","182261189523.479","221168857325.398","219743165415.693","233459559073.482","243534046138.149","191540250752.837","173372071813.889","205157008088.684","230469519016.663","236251713527.758","215659170445.374","256250647303.348","307052570246.502",
"Low income","LIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30005245879.2703","33283208125.3017","39072585831.4124","41337772375.5361","42312317083.5135","44383846123.805","55711490236.2208","58583404297.9109","66834073306.1418","62799719946.8981","90933055328.5251","110763353024.64","123846766004.272","150743900195.725","181548496765.202","144724522157.479","181677334809.525","101449652509.708","78773525951.3384","80286707899.8889","89151784864.1462","76899164412.4153","64341794268.9894","80731577455.1534","81579226971.5892","79866911846.0616","72975864263.9067","91331627443.0977","108245471335.205",
"Liechtenstein","LIE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","422303067.226891","397732379.894958","398590401.831276","319557568.521008","322401283.94958","439915966.386555","391806722.689076","380452674.897119","371463229.310924","361512605.042017","584537815.12605","583136593.591906","570184254.606365","700156250","944812030.075188","1042225392.29672","1043162901.30797","1387936865.83991","950352338.244715","1134232498.39435","1296672716.27344","1345038961.03896","1304565112.92648","1360645983.8504","1740762578.61635","1555117820.32401","1519200571.0207","1683389945.65217","1819710782.77271","1904743411.92788","2424288567.14928","2586802030.45685","3082683093.77139","3494577814.56954","3962059894.77944","4638263414.63415","4860502985.34467","5514301315.4772","5724701318.85182","5555445147.22537","6371581612.77756","5879570277.5291","5773455293.74869","6543193120.59677","7300256942.38561","7892069651.74129","8520287943.60363","9418771885.47195","10113919912.8438","8972038313.46851","","","","","","16937417069.3602","17447586487.7638","19086839125.5033","20265390575.5355","19426213074.913","13031460038.222","14985232300.885","15984998949.3164",
"Lower middle income","LMC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","92604515806.1142","103004537450.475","94556626539.8297","127315268180.999","141186598302.922","135196261986.959","137803288436.571","133243966694.12","129853580351.201","125869782230.854","106570250442.023","127257354336.534","131462612101.225","152093138566.205","167750719913.503","171953621768.66","177751305915.472","174981601228.403","194002937508.195","235331786473.595","257574933822.879","271906935453.946","249254534229.022","276388260010.225","324553889982.709","318964109799.076","349340995178.202","414383428190.673","521722861361.776","654286107130.7","809724660620.738","958597791104.523","1164233510712.64","970791717104.817","1242494775841.63","1524027751040.48","1557786097565.46","1532604244480.55","1527388174726.24","1295500334340.31","1314219253006.89","1506433099194.97","1664559803289.58","1665402376764.54","1482370268726.67","1887761292655.74","2126293739322.88",
"Low & middle income","LMY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","35224503124.9885","35476020497.7799","35013658622.3417","41047711640.6969","43037312935.9757","46557821399.808","49424526144.5887","50472874234.1391","54012387748.0529","59482509588.0947","65633660988.2599","71891811243.2291","86683145542.5979","128288246119.19","205532304593.928","204644612109.325","237738213915.181","270579704682.423","285517854338.688","378080005587.678","465750397239.948","440641360711.98","434414512956.795","441674997257.196","468733817206.069","462877695811.924","420791641869.572","509100411460.046","570229885082.984","624533592832.03","675344535301.323","650662816518.005","935870879397.519","827327562062.52","901414756637.21","1060932062398.2","1146199703345.38","1248359812355.83","1197915407277.97","1270549060031.88","1534610858254.32","1504327858256.18","1638905253230.03","1941625551399.93","2480522624977.01","3052959463932.21","3724758172972.87","4467192441635","5394604842635.19","4337748645856.41","5556712511242.64","6684554428237.37","6975265653538.1","7115994457793.14","7143716400776.7","6293036839816.42","6017036988392.77","6802732037336.13","7552950285345.14","7459720439977.12","6852360651534.81","9110757122964.09","10113694067066.3",
"Lesotho","LSO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","4059998.37762465","4479998.20979271","6019997.59440896","6999997.20280111","7979996.81119327","8539996.58741736","6159997.53846498","7139997.14685714","7419997.03496918","8959996.41958543","8399996.64336134","9787240.5423561","13008549.1097907","17292085.4186067","20604082.1491209","21636013.8016247","26449999.977","22999999.98","45999999.96","64131295.1409019","90648358.7202095","83760683.7606838","","","","","","","","","","","","","","","","","","","","","","","","","","871360731.488007","918695657.261415","764362173.838708","919327645.564086","1210768743.37112","1015401315.14856","880613387.638353","904872363.981338","981899668.29389","937260006.895576","1061730023.53431","1247690172.33511","1094188311.2952","886161334.659553","1081044398.4737","",
"Late-demographic dividend","LTE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","35073200002.2279","38942007902.6632","46922979852.9791","67557030424.3158","102529943572.532","101664749842.962","111874181856.855","128181214665.166","140847104597.496","191952555533.048","241273757320.029","241042440604.972","226143559768.827","232925336010.939","263288763762.759","271459923137.57","271715675804.642","322309710076.197","379306082247.649","413947601166.125","435221859688.142","421508518965.551","727078306721.967","596848614805.618","648299018485.263","770433517462.797","811569470024.002","873448528972.097","857930580356.129","906645321359.22","1082219834335.55","1113751267274.73","1230649741521.4","1517043003085.33","1952274401438.76","2403512619726.42","2940195491700.92","3575564821952.94","4333119745604.61","3495959149657.97","4371767550305.88","5367823565349.01","5643977621648.83","5918056032024.71","6031793299438.68","5455252905300.83","5219612412244.91","5853688206906.87","6516713681675.32","6480647135498.51","6219560653652.81","7950175026125.85","8634545703791.45",
"Lithuania","LTU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2923572225.03801","3516750971.0833","4550757876.56452","4397764350.45317","3556785498.48943","4447864479.93094","5396323694.43246","6759675965.06058","8681096446.70051","11035742672.6279","14387565617.6141","17215943029.2383","20500472085.3859","27541583491.8777","19363046983.5974","23740962644.3557","31728784749.2403","33580700075.8524","36599310828.8094","35075482147.8274","28498382257.0195","29094549835.8919","35148120644.6945","40423966584.6816","42336365374.9796","41640278272.5753","53483244791.4333","61585506686.8096",
"Luxembourg","LUX","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","1308913271.48044","1352359884.44078","1592229859.77454","2355188366.79776","3300803645.40182","2917697707.57925","3047749216.30094","3324898142.93754","3993266299.47483","5067336268.57457","5383032142.36446","4423440895.26293","4137952498.67561","4124129388.56016","4532564925.99832","5014838643.92962","6703202998.01336","8110552133.98163","9327494240.2633","10219753276.0033","12742102848.8653","13779657412.8766","15301225846.926","15744739972.0149","18080553412.1051","21787067597.1538","22562990228.013","22737276725.3045","25731039119.8044","28455196289.3703","31345279139.575","31268767982.6717","32249319537.982","39412388094.1019","50400230064.1129","57949162558.3564","71977613139.6387","87480215780.934","95030426100.714","80570783795.9734","91465696292.8524","104568486412.666","102344215078.842","115007710906.274","125763218895.965","115238593327.577","118895618024.07","126658587133.285","140226660132.43","142668322360.193","147703271437.973","180788786070.823","172255839700.933",
"Latvia","LVA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000868511.12379","2414915773.35375","2591640454.87539","2811791969.49839","2638963487.86933","2927653534.18308","3177773673.60645","3492098681.21874","4243382117.82069","5617268114.99935","7306359676.41568","8573078755.95686","11881888934.4823","14075493348.9256","11149110369.7526","12758664202.194","16424154742.3511","17308645446.327","18242231298.7032","19194571239.4957","16432932180.8121","16739813107.2168","18774805222.9049","21159713457.9125","20542524056.6035","20726215208.0526","25295205509.1314","28948159635.4476",
"Macao SAR, China","MAC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","1263124079.9442","1274087306.13144","1491160932.62895","1442083801.71712","1661267560.95963","2159227696.87581","2430418159.52599","2822918762.82329","3189755215.22172","3450292032.35781","4034197397.04248","4314877220.72657","4642548318.00376","5213135020.20121","5311809600.32135","5372969640.60875","5041631329.82123","4988707245.50636","6046798489.88898","6258293396.40256","6875142633.07926","7657792444.29899","10086670947.2341","10261432690.3598","11682917276.6013","14545933912.2091","16757376319.832","16948546832.6316","24689783872.3854","33286114416.6662","39204424456.0624","46720875028.5696","47019523535.9289","35365860976.6642","34542936912.6083","40576247124.8135","45626096203.9583","45556576607.617","15665293535.7669","26484811580.4425","19022824514.9305",
"St. Martin (French part)","MAF","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","480190672.8499","440668808.398133","428812249.062603","476238486.404723","545401670.151586","535521263.321441","545401729.434383","545401729.434383","604684526.112033","671081258.391002","697778277.82817","738600077.371421","942466527.560424","1300658137.34353","2115101493.31736","2019154902.27154","1717031778.52144","1866967431.11194","2167005833.51425","2706652182.66362","4201411735.88804","4032797170.9596","3822369915.40748","3697958702.06501","3800182036.09638","3824760011.92487","4258765273.11098","4893088773.18172","6425436405.93975","5935176840.23765","7411992121.9799","7205742182.60964","7474470438.0417","6983435380.1484","7454972834.94513","8849422505.8548","9424750130.77191","9365776466.88359","9784229590.91994","10472252935.6023","10408859646.151","11131243438.1214","12213885545.7762","14319607563.9336","16759411228.7415","19275920323.444","22483591958.085","27325792407.5355","33064161825.4718","26014198657.0851","30046720043.0866","35175698017.5837","34323799282.673","35014914384.0978","35897681854.8541","33119568325.8159","34291493440.2829","38651886256.7835","43077518427.5456","43952860061.2456","37369769983.5245","47048311913.7987","58405786770.2784",
"Monaco","MCO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1053997132.34498","937881521.73913","1026805411.25541","764754748.603352","612534634.461527","639062444.70539","741151801.535735","871854564.208355","1056084948.28798","1330145599.96107","1528943361.40957","1542451528.72294","2006075567.38739","2471503564.06993","2005634790.67914","1941110610.81502","2738068535.51066","2711403155.47622","3047744875.21913","2963575988.31826","2480524144.34524","2623552093.37349","3096818961.60087","3454485922.61905","3660515436.69986","3219072292.14781","4196502550.90498","5895619455.02646",
"Madagascar","MDG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","67511336.638737","102110849.269461","101689130.676227","97047803.6562975","106752579.363284","110127942.430228","155698196.746421","167512782.743247","183124855.49964","191304704.721873","213036048.247676","173264898.788128","191350735.378245","235525938.997854","297715413.656829","362080612.997174","330849221.005885","387925899.226316","457890722.630844","504827951.4139","554791923.028833","423096590.254923","404922692.977065","381908957.504971","419879579.843837","376255635.306633","428072464.897751","454292493.066039","433265599.5493","487655924.227199","505973443.303146","519857359.046727","538527290.187593","561129087.814315","705142896.319091","805498306.34697","839642514.027901","688168058.604075","722467461.243875","784850753.48815","885096717.303839","1091486917.20529","1167504458.6183","872660373.735221","985460548.069157","1424938433.94431","1757983978.3535","2369521280.98078","2971635294.42525","1959518983.62775","2183656264.169","2624531677.69278","2521980907.30307","2891230458.78917","3541731788.75923","3214678738.1321","3447066214.16861","4071827552.94261","4339367350.8515","4009166482.02047","2628831060.53503","3314741893.87849","4647949381.62418",
"Maldives","MDV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","65200000.0086358","74500000.0098675","76560847.5549315","76700000.0108794","84500000.0049941","91125669.2025923","96586491.3998042","111163829.556543","127827205.463859","150083397.85422","183761515.912898","188014639.617673","222278896.160214","216434538.966313","276751310.877587","","","","","","","","","","","","","","","","","","","","3375466299.9318","3219981847.8299","3152060649.54391","3437630431.60037","3716664766.058","3894402810.82987","1851701652.3501","4070267842.39221","",
"Middle East & North Africa","MEA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212082530257.97","239769054900.847","273896060033.443","294460364174.379","249926143571.536","313064659003.708","412779293555.947","374272789921.762","393417536172.363","460214306245.214","604945751536.288","801038838126.179","961373047661.397","1124063791852.93","1452272577386.71","1060743347510.56","1311198930041.46","1609559080139.55","1769011741434.25","1737347463873.85","1636223031398.17","1228723516288.25","1160293308417.96","1323180923973.37","1519087422985.78","1451842854654.84","1120415436004.58","","",
"Mexico","MEX","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1109119998.89088","1191207998.80879","1302503998.6975","1411095998.5889","1532719998.46728","1667319998.33268","1816951998.18305","1824071998.17593","2066335997.93366","2451095997.5489","2754439997.24556","2995039997.25455","3643193285.47239","4650177889.69147","6054255053.65789","6067120000","7545490200.05477","8452626014.4664","10748168607.911","15052739741.2038","20850892173.0389","26015027780.3369","26632512850.1441","28289804548.4548","30521848067.4085","28439475107.3921","22446895094.8807","27349335084.4319","36496678771.9881","42359290627.866","48866115239.196","51459461044.3177","55406056526.3588","61496557663.8118","70636149367.6761","86954606058.9539","106873584169.448","121765879350.278","129489620491.281","147853302020.13","179856655318.256","171519742284.456","174129964313.917","177669225940.603","202133946198.671","230184567871.308","266525093932.375","289778409785.699","307483113676.148","244407761068.119","314142075510.397","366384363284.386","387539729791.469","398972989412.378","419249264507.295","404586804908.212","399497244159.564","436348550789.852","479886493648.998","492645824532.929","430674553144.683","523160540110.142","613108037769.503",
"Marshall Islands","MHL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26833600","25830300","28410700","27743200","25284800","33100500","31151900","36065300","39620500","40254100","45176400","36024700","39278600","43068200","42118500","58154400","88343100","99021300","95356900","92294900","81273100","73643500","83584300","87396600","86309500","85857200","120867300","",
"Middle income","MIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","34020400792.3975","34169015067.8727","33495699236.3729","39382678346.0126","41242056118.1078","44624447161.8299","47288414221.5365","48328875272.3028","51704440942.8946","56949928713.4359","62770484305.3497","68936621511.8357","83423496507.0417","124635019611.47","200653116134.791","199356172446.05","231985175169.99","264501415150.665","278558588946.815","369099340052.1","455683946899.112","430924488992.145","425636514671.221","433081956474.464","459749892168.984","454444556944.744","411337739507.247","495502843784.063","559918281969.89","609605665983.538","658244475207.299","633745840202.879","916607792861.978","807338136799.08","875798079035.712","1032197537024.01","1112990584404.4","1213037096133.55","1162187343684.82","1232996983572.01","1487796899564.57","1455701961812.27","1583855898928.37","1887690676270.54","2404245330996.8","2959875706024.8","3618958612599.73","4338783680591.69","5239875077312.96","4214262869955.4","5401284351482.79","6590480685389.63","6899921622454.77","7039194447281.31","7059314461724.58","6220082149122.64","5955099548789.44","6725901733577.13","7474509621366.98","7382848909301.16","6782058932416.27","9021708306203.27","10009783380061",
"North Macedonia","MKD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1154602473.49823","1075454081.63265","1258971518.36574","1192218793.10345","1292553984.508","1477254553.6979","988975383.978545","919196976.211665","876165672.288556","890249722.790103","1243037838.9533","1083173208.35583","1056864338.46263","1367965955.02366","1744851575.05441","2178469479.92591","2592959407.89029","3677770495.37053","4283351399.50822","3084290851.08301","3743089899.031","4945510286.09573","4421839518.48236","4694501477.42921","5415580064.63829","4905245729.99208","5407081873.02654","6235363434.1003","7657419741.03662","7867370857.84171","7142622948.57869","9154224180.71247","10158049739.8389",
"Mali","MLI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","31300692.4653802","35142330.5479145","38082698.9812078","44862008.9242897","53022179.5985862","48804174.4622735","57427641.0575891","68548731.779588","80256489.3322565","103368693.066583","133914204.140294","141808858.705565","191329840.182128","260555262.396054","204680023.155211","190127240.388302","206683337.149758","235050768.283345","236903570.589506","268401430.775418","325338119.324676","316261753.632053","344950273.007467","419815580.482433","441616267.130942","442408868.230664","446796325.359764","404768738.013994","529405656.289192","524706724.307827","642627517.849091","620691654.10775","696780779.337389","665700074.189844","912604238.039994","1097691767.88787","1214785254.43652","1291412639.13894","1436233265.59397","1963284247.79278","1969959414.89769","2473786765.7043","2221698089.19806","2441103489.30393","2953292432.15674","3465895664.634","3302798627.94152","3240081520.21561","3150871348.37916","3288114304.81093","3413353933.12277","4186182061.01326","4441938777.82395","5354300851.21432","5380996372.51243","5471654475.93733",
"Malta","MLT","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","110771069.441583","120412316.777391","137305918.091809","200096030.729834","280721795.300145","349757335.713489","398139351.711603","481215004.574565","583776094.463629","794924550.898204","1011865523.24136","901957038.188277","760449062.5","697201131.73831","687744389.607971","721004117.862372","923257046.100066","1218522365.80517","1421810951.08343","1528217541.26632","1931606510.87397","2127761088.97742","2470701036.47866","2297713307.13083","2577626150.17608","4384484435.79767","4091353025.25012","4100767434.10077","4331196817.32788","4640766250.5381","5198706643.15109","4731660784.12668","5322542322.54232","5902241948.33276","6307922272.04783","6636612361.64656","8364571571.94831","10243087872.9811","13498754943.6063","12785634898.5829","13639238210.0004","15478542412.4515","15434037836.3672","16456710623.9217","17416910982.5095","17149407896.5234","18412226378.9889","20863290871.412","24904592469.2899","26488071114.5265","26832577634.0777","30109973491.562","29847383418.8179",
"Myanmar","MMR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4015329166.83469","4927363219.92302","3550528930.06575","9581400482.20159","12574618317.3199","12901541852.6762","13852127848.5332","15941649658.9572","19042051880.4045","20877078460.0489","25790401854.1409","21971246198.0872","21943609463.3193",
"Middle East & North Africa (excluding high income)","MNA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","8449704050.42037","10583715969.0801","12493385351.052","22061227561.0467","50516448456.8558","50183211752.7415","60070972861.1121","62957356862.5401","58932769041.9271","88543409450.3595","98084810661.6717","72647916003.1822","80679159753.3404","79651424133.7357","76869751461.2728","74343569111.6344","50988867152.9086","68994185180.2601","65317127101.2039","76963600981.5533","93772299360.9758","74747577122.0659","79037874565.121","76778159745.7591","85020982107.652","93230374397.0894","106191185809.931","119336762453.594","109017368814.326","138164164581.853","170622681294.9","157826065594.752","169551524306.176","182538836738.189","241745726616.133","313826589022.281","369473647850.586","441934831209.378","554827982012.578","417986707967.445","505714315020.708","496831425568.708","527094118630.123","480629125533.048","422032753557.855","318947368440.974","304438660818.319","362683897416.913","415493644652.561","379755962862.922","270472141428.465","379829056785.505","465107073437.246",
"Montenegro","MNE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","362367376.644707","445661830.557048","454214751.156861","522751328.734592","871215545.070772","982979728.889442","1104045916.44712","1582816862.85245","1796439138.71393","1427934148.37455","1534743739.21667","1924513156.81907","1785123924.36328","1846255401.73687","1844142421.73568","1707773336.37891","1777062105.86615","1993887276.47059","2361102427.67765","2430004477.77902","1240040733.94983","2510705985.31071","3211435601.72579",
"Mongolia","MNG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","551441066.666667","670229033.333333","725268666.666667","612402625","584447425","874014900","930447966.666667","911636900","804344500","467975940","1286298568.42105","381224551.643192","455909517.043537","413198588.873813","588727618.644257","478057767.554153","621954882.466867","537971712.378865","530379659.016624","613886974.292311","638035524.358942","708425456.996203","835170861.897535","1210933087.5405","1483028710.58206","2029426157.40312","2524671713.86442","3037494935.72748","2304668257.15766","3355977050.95005","5470718593.66966","5356224605.54811","4893217361.06212","6388231488.09405","5134139180.50931","5688198400.00593","6792836359.74768","7665010101.98382","8412612745.28302","7676311650.98012","8950037977.8496","11715680441.2639",
"Northern Mariana Islands","MNP","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1169000000","1118000000","1218000000","1017000000","829000000","627000000","488000000","312000000","335000000","317000000","379000000","402000000","437000000","482000000","882000000","1081000000","660000000","500000000","128000000","","",
"Mozambique","MOZ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","293297687.120831","243180142.158672","225293619.130134","295334985.853482","331987670.372696","454595066.275888","497263183.731223","523123256.254607","529425031.770758","633309991.331302","995642817.895679","1208620621.40215","1413876628.87906","1960968175.38638","2314507207.30897","2494915674.99487","2867177236.90835","3329425034.3522","3231064335.97136","3158601328.85768","4328595652.70067","4722765255.62423","4539599750.28145","5542308938.78889","4957272693.36956","4004302191.29977","5099795425.07117","6661131673.92648","4966110852.9404","4151075574.74987","4951390234.47644","",
