1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,NaN_count,NaN_count2
-0.23021547694158648,-0.22301561161342554,-0.22270711892709869,-0.22715004391333932,-0.23389516021877882,-0.23367142623465048,-0.2291589710984977,-0.22141583875606613,-0.21698498099040822,-0.2160218981894823,-0.21746207066453477,-0.22662630877480378,-0.23423663989804028,-0.23936856058788641,-0.24563602669986842,-0.2575232443571646,-0.26492499148348936,-0.2536262847536362,-0.25812718659816436,-0.2621559426087461,-0.2561462629851302,-0.2562062931151971,-0.2520514037371343,-0.2365950983905934,-0.2340725537489324,-0.23570001404052707,-0.23242659267658813,-0.22940132806149363,-0.22351796570930707,-0.22351330384011514,-0.2244483944539336,-0.3492664146763955,
-0.23070974851033732,-0.22424476380918892,-0.22489165036300013,-0.22974367783476551,-0.2368300674290247,-0.23548472669510387,-0.23127214015421435,-0.22402700193208808,-0.21965690284117811,-0.21921291142348376,-0.22099017582262132,-0.23105665475806086,-0.23960926680464853,-0.2450607338018098,-0.25158655044726735,-0.2642081989664225,-0.27255774051511217,-0.2608182615723861,-0.2647268506996345,-0.2686715439332567,-0.26199058522375857,-0.26215187797673817,-0.2579471648692859,-0.24147661105891557,-0.23898432575412912,-0.2408596123172405,-0.23801275153075943,-0.2348851298164851,-0.22899449315519807,-0.22940104566167518,-0.2301853875927263,-0.3492664146763955,
0.1360972289410113,0.1260423739324697,0.12922681286327098,0.09422989208151587,0.11047262336471754,0.1399937219458702,0.15343074782962518,0.11397273342598455,0.09905600943960768,0.08644392239516938,-0.10953240211876959,-0.09914787819031667,-0.09897679129920646,-0.0845153732013956,-0.07338305211698241,-0.059598900520227927,-0.032405635526146497,-0.039124379244786914,-0.005597658995825125,0.023013107963925836,0.041923628017017156,0.050571640522777066,0.018441949278874832,0.0698713368622331,0.022664473291427303,0.045242227628619056,-0.022487439529276888,-0.0548539699762812,-0.07503779446712126,-0.05974044516179896,-0.015202761063696151,-0.3492664146763955,
-0.23127155136900468,-0.22384655035483791,-0.2248189148355068,-0.22894477107371883,-0.2357286193996144,-0.23438387635219235,-0.2299294934397743,-0.22287372928905588,-0.21856480380845847,-0.21786836045084504,-0.21943078129604202,-0.22923886190562456,-0.23733072415646686,-0.24192109010421686,-0.24756775526712949,-0.258573390473164,-0.26573328972600074,-0.25588441652845817,-0.25976486742868304,-0.26368332232574937,-0.2570420351369516,-0.25705844407828793,-0.25285546052374647,-0.23700108173626763,-0.23469259134690257,-0.23637964692531466,-0.23353920744652457,-0.23011325039566946,-0.22451828277378383,-0.2250688928515838,-0.22410950034446905,-0.3492664146763955,
0.2256207299950512,0.1856137793251952,0.2100236558528569,0.19614563993368755,0.2481902275985743,0.2537421287768988,0.20780909324100616,0.2152223758743606,0.18171865454880382,0.16536131138785407,0.20277578594127782,0.272266986162521,0.3243682001362506,0.3500843596477469,0.34949401706283306,0.4127205563633711,0.42707246189985987,0.40383649477453526,0.5020209989712331,0.5700510509164064,0.5619254040142981,0.5156180404060957,0.4573242559107173,0.35670002745910934,0.35565057682684786,0.37381889602939117,0.3454706305079464,0.3184825015855657,0.31080224806488904,0.34574381312569913,0.3494841222129365,-0.3492664146763955,
-0.2297125843571016,-0.22321737309696338,-0.2228340978988243,-0.22767327158078537,-0.23392146686953316,-0.23171333752450307,-0.22717499141736636,-0.21994939754546355,-0.21518492825692007,-0.21444373403570988,-0.21558121324579255,-0.22507498888792193,-0.2329528693506831,-0.23514052867013224,-0.2363072849604401,-0.24152261560264784,-0.24098901940951495,-0.23218533685047507,-0.23305971939183903,-0.23274349554475574,-0.22600891521684197,-0.22475613225490737,-0.22158276288796705,-0.21743472410401848,-0.22183764771239065,-0.22308627710543183,-0.2192532997576968,-0.21629275811620557,-0.212584766257471,-0.2108168443695712,-0.20692511422843118,-0.3492664146763955,
-0.22406294537940308,-0.21818926454669166,-0.21899514141383722,-0.22403205710367685,-0.23074979980249816,-0.2289910886076373,-0.22423016576275684,-0.21663280346638206,-0.21236618646252492,-0.21154346209700586,-0.21293663187517253,-0.22358982138060082,-0.2326329986665387,-0.23792385479564865,-0.2446586274128506,-0.25756536442571937,-0.26648655207505145,-0.25499738832244745,-0.2592534362840011,-0.26372321037058954,-0.25698897180127184,-0.2573443732649414,-0.2530687616517353,-0.23636539728711983,-0.234085274885061,-0.2360095454002436,-0.233416362244064,-0.23028363180823067,-0.22568657686020333,-0.22599616236347747,-0.22631367581498044,-0.3492664146763955,
-0.16922322745930646,-0.1669697226698874,-0.16836874866737578,-0.17205923402482465,-0.1741390311465667,-0.17007950767857175,-0.16304284822479542,-0.15908460546254516,-0.1584541042865281,-0.15623222599268222,-0.15687530047948808,-0.16499837928656877,-0.17423558853736035,-0.18148477100404578,-0.18632150128188255,-0.19705810119822514,-0.200682852904761,-0.18000693328685413,-0.1809494127708414,-0.18393216267351575,-0.1786921811773466,-0.17068784541095638,-0.15677558929612126,-0.12864140727015158,-0.11469458539931982,-0.11068408348636057,-0.10619201687834212,-0.09508038155178808,-0.08105875807633015,-0.08436868143979807,-0.07385803530140324,-0.3492664146763955,
-0.22861484168696894,-0.22220060141018724,-0.22295121442614407,-0.2278848130893442,-0.23483648080881478,-0.23337955150907685,-0.22884407199794604,-0.22167235908445143,-0.2174113621965529,-0.2169124846834987,-0.2187019989628776,-0.22886337727234324,-0.23744477992319932,-0.24279568778113209,-0.24923417875648252,-0.2618087828577387,-0.2702933118865836,-0.25866519010982025,-0.26265849101043626,-0.2667214617410726,-0.26019904092011575,-0.2603604650080277,-0.25625353425396463,-0.23983616639182523,-0.2373857029806392,-0.2392963676084564,-0.2365777711624198,-0.23344128732975772,-0.22766576711401532,-0.2282132875425565,-0.22882742457663247,-0.3492664146763955,
-0.21303522941962783,-0.20981218084532824,-0.20627875215801122,-0.2185421048682589,-0.22097745093097015,-0.22007512012052824,-0.21456172524691788,-0.2118775578789397,-0.20964197257703918,-0.2069936158618248,-0.20673599205149526,-0.21469186046785527,-0.21987847672208785,-0.22059143435211442,-0.22308663307813426,-0.23172434541767736,-0.2318258746898559,-0.22781934944367846,-0.23042487018113905,-0.23530408642324294,-0.22811989029368562,-0.22407154194421022,-0.2198645584099742,-0.21477106543054583,-0.2171859522680446,-0.21714149352342307,-0.21393632854515893,-0.20979746670776994,-0.20519099753039938,-0.2060668608405081,-0.20582933387851265,-0.3492664146763955,
